Country code,TWUK content template label,GOVUK FTA URL,EU has agreement,UK has agreement,Mendel agreement label
FR,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
DE,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
GR,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
HU,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
IE,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
IT,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
LV,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
LT,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
LU,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
MT,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
NL,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
PL,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
PT,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
RO,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
SK,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
SI,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
ES,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
SE,EU_MEMBER,https://www.gov.uk/government/publications/agreements-reached-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-european-union,TRUE,TRUE,EU-MEMBER
DZ,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-NON-WTO
AD,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-NON-WTO
BA,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-NON-WTO
SZ,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/sacum-uk-economic-partnership-agreement-epa,TRUE,TRUE,EU_AGR_SIGNED_LINK
MK,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-north-macedonia-partnership-trade-andcooperationagreement,TRUE,TRUE,EU-NOAGR-FOR-EXIT-NON-WTO
SM,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-NON-WTO
XS,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-NON-WTO
AL,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-WTO
CM,EU_AGR_SIGNED_NO_LINK,,TRUE,TRUE,EU-AGR-SIGNED-NO-LINK
CA,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-WTO
EG,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-egypt-associationagreement,TRUE,TRUE,EU-NOAGR-FOR-EXIT-WTO
GH,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-WTO
KE,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-kenya-economic-partnership-agreement,TRUE,TRUE,EU-NOAGR-FOR-EXIT-WTO
MX,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-WTO
MD,EU_AGR_SIGNED_NO_LINK,,TRUE,TRUE,EU-AGR-SIGNED-NO-LINK
ME,EU_NOAGR_FOR_EXIT,,TRUE,,EU-NOAGR-FOR-EXIT-WTO
SG,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-singapore-trade-agreement,TRUE,TRUE,EU-NOAGR-FOR-EXIT-WTO
FO,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-faroe-islands-free-trade-agreement-fta,TRUE,TRUE,FAROE-ISLANDS
GE,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/publications/ukgeorgia-strategic-partnership-and-cooperation-agreement-cs-georgia-no12019,TRUE,TRUE,GEORGIA
IS,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/agreement-on-trade-in-goods-between-iceland-norway-and-the-uk,TRUE,TRUE,ICELAND-NORWAY
NO,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/agreement-on-trade-in-goods-between-iceland-norway-and-the-uk,TRUE,TRUE,ICELAND-NORWAY
IL,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-israel-trade-and-partnership-agreement,TRUE,TRUE,ISRAEL
JP,JP,,TRUE,TRUE,JAPAN
JO,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-jordan-association-agreement,TRUE,TRUE,JORDAN
XK,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-kosovopartnership-trade-and-cooperationagreement,TRUE,TRUE,KOSOVO
LB,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-lebanon-association-agreement,TRUE,TRUE,LEBANON
LI,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-switzerland-liechtenstein-trade-agreement,TRUE,TRUE,LIECHTENSTEIN
MA,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-morocco-association-agreement,TRUE,TRUE,MOROCCO
FJ,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-pacific-economic-partnership-agreement,TRUE,TRUE,PACIFIC-STATES
PG,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-pacific-economic-partnership-agreement,TRUE,TRUE,PACIFIC-STATES
PS,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-palestinian-authority-political-trade-and-partnership-agreement,TRUE,TRUE,PALESTINIAN-AUTHORITY
BW,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/sacum-uk-economic-partnership-agreement-epa,TRUE,TRUE,SACUM
LS,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/sacum-uk-economic-partnership-agreement-epa,TRUE,TRUE,SACUM
MZ,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/sacum-uk-economic-partnership-agreement-epa,TRUE,TRUE,SACUM
NA,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/sacum-uk-economic-partnership-agreement-epa,TRUE,TRUE,SACUM
ZA,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/sacum-uk-economic-partnership-agreement-epa,TRUE,TRUE,SACUM
KR,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-south-korea-trade-agreement,TRUE,TRUE,SOUTH-KOREA
CH,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-switzerland-trade-agreement,TRUE,TRUE,SWITZERLAND
TN,EU_AGR_SIGNED_LINK,https://www.gov.uk/government/collections/uk-tunisia-association-agreement,TRUE,TRUE,TUNISIA
TR,EU_AGR_SIGNED_NO_LINK,,TRUE,TRUE,TURKEY
VN,EU_AGR_SIGNED_NO_LINK,,TRUE,TRUE,VN
AF,WTO,,,,WTO
AO,WTO,,,,WTO
AR,WTO,,,,WTO
AM,WTO,,,,WTO
AU,AUSTRALIA,,,,WTO
BH,WTO,,,,WTO
BD,WTO,,,,WTO
BJ,WTO,,,,WTO
BO,WTO,,,,WTO
BR,WTO,,,,WTO
BN,WTO,,,,WTO
BF,WTO,,,,WTO
BI,WTO,,,,WTO
KH,WTO,,,,WTO
CV,WTO,,,,WTO
CF,WTO,,,,WTO
TD,WTO,,,,WTO
CN,WTO,,,,WTO
CG,WTO,,,,WTO
CD,WTO,,,,WTO
CU,WTO,,,,WTO
DJ,WTO,,,,WTO
GA,WTO,,,,WTO
GN,WTO,,,,WTO
GW,WTO,,,,WTO
HT,WTO,,,,WTO
IN,WTO,,,,WTO
KZ,WTO,,,,WTO
KW,WTO,,,,WTO
KG,WTO,,,,WTO
LA,WTO,,,,WTO
LR,WTO,,,,WTO
MW,WTO,,,,WTO
MY,WTO,,,,WTO
MV,WTO,,,,WTO
ML,WTO,,,,WTO
MR,WTO,,,,WTO
MN,WTO,,,,WTO
MM,WTO,,,,WTO
NP,WTO,,,,WTO
NZ,NEW_ZEALAND,,,,WTO
NE,WTO,,,,WTO
NG,WTO,,,,WTO
OM,WTO,,,,WTO
PK,WTO,,,,WTO
PY,WTO,,,,WTO
PH,WTO,,,,WTO
QA,WTO,,,,WTO
RU,WTO,,,,WTO
RW,WTO,,,,WTO
WS,EU_AGR_SIGNED_NO_LINK,,FALSE,TRUE,WTO
SA,WTO,,,,WTO
SN,WTO,,,,WTO
SL,WTO,,,,WTO
SB,EU_AGR_SIGNED_NO_LINK,,FALSE,TRUE,WTO
LK,WTO,,,,WTO
TJ,WTO,,,,WTO
TZ,WTO,,,,WTO
TH,WTO,,,,WTO
GM,WTO,,,,WTO
TG,WTO,,,,WTO
UG,WTO,,,,WTO
AE,WTO,,,,WTO
US,US,,,,WTO
UY,WTO,,,,WTO
VU,WTO,,,,WTO
VE,WTO,,,,WTO
YE,WTO,,,,WTO
ZM,WTO,,,,WTO
HK,WTO,,,,WTO
