Commodity code,Documents,
201300000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202100000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202201000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202203000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202205000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202209000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202301000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202305000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
202309000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
203111000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203119000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203121100,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203121900,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203129000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203191100,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203191300,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203191500,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203195500,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203195900,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203199000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203211000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203219000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203221100,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203221900,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203229000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203291100,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203291300,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203291500,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203295500,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203295900,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
203299000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204100000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204210000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204221000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204223000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204225000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204229000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204230000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204300000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204410000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204421000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204423000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204425000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204429000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204431000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204439000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204501100,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204501300,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204501500,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204501900,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204503100,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204503900,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204505100,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204505300,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
204505500,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | Labelling of meat products | Voluntary - Products from organic production"
