Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
3902100090,69319,80,1,3902100000,38688,80,Other,2
3902200000,38689,80,0,3902000000,38687,80,Polyisobutylene,1
3902200010,79289,80,1,3902200000,38689,80,"Polyisobutylene, of a number average molecular weight (M@n) of 700 or more but not more than 800",2
3902200020,91145,80,1,3902200000,38689,80,"Hydrogenated polyisobutene, in liquid form",2
3902200090,79291,80,1,3902200000,38689,80,Other,2
3902300000,38690,80,0,3902000000,38687,80,Propylene copolymers,1
3902300010,38691,80,1,3902300000,38690,80,"For cavity filling, for use in certain types of aircraft",2
3902300091,65972,10,0,3902300000,38690,80,Other,2
3902300091,65974,80,1,3902300091,65972,10,"A-B Block copolymer of polystyrene and an ethylene-propylene copolymer, containing by weight 40% or less of styrene, in one of the forms mentioned in note 6 (b) to Chapter 39",3
3902300095,93826,80,1,3902300091,65972,10,"A-B-A block copolymer, consisting of: - a copolymer of propylene and ethylene and - 21% (± 3%) by weight of polystyrene",3
3902300097,93827,80,1,3902300091,65972,10,"Liquid ethylene-propylene-copolymer with: - a flashpoint of 250°C or more, - a viscosity index of 150 or more, - of a number average molecular weight (M@n) of 650 or more",3
3902300099,65973,80,1,3902300091,65972,10,Other,3
3902900000,38693,80,0,3902000000,38687,80,Other,1
3902901000,65320,80,1,3902900000,38693,80,"A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35% or less of styrene, in one of the forms mentioned in note 6(b) to this chapter",2
3902902000,65321,80,1,3902900000,38693,80,"Polybut-1-ene, a copolymer of but-1-ene with ethylene containing by weight 10% or less of ethylene, or a blend of polybut-1-ene with polyethylene and/or polypropylene containing by weight 10% or less of polyethylene and/or 25% or less of polypropylene, in one of the forms mentioned in note 6(b) to this chapter",2
3902909000,65322,80,0,3902900000,38693,80,Other,2
3902909010,65323,80,1,3902909000,65322,80,"For cavity filling, for use in certain types of aircraft",3
3902909052,90750,10,0,3902909000,65322,80,Other,3
3902909052,90751,80,1,3902909052,90750,10,Amorphous poly-alpha-olefin copolymer blend of poly(propylene-co-1-butene) and petroleum hydrocarbon resin,4
3902909055,91154,80,1,3902909052,90750,10,"Thermoplastic elastomer, with an A-B-A block copolymer structure of polystyrene, polyisobutylene and polystyrene containing by weight 10% or more but not more than 35% of polystyrene",4
3902909060,92702,80,1,3902909052,90750,10,"Non-hydrogenated 100% aliphatic resin (polymer), with the following characteristics: - liquid at room temperature - obtained by cationic polymerisation of C-5 alkenes monomers - with a number average molecular weight (Mn) of 370 (± 50) - with a weight average molecular weight (Mw) of 500 (± 100) ",4
3902909092,65325,80,1,3902909052,90750,10,Polymers of 4-methylpent-1-ene,4
3902909094,82332,80,1,3902909052,90750,10,"Chlorinated polyolefins, whether or not in a solution or dispersion",4
3902909098,86807,80,1,3902909052,90750,10,"Synthetic poly-alpha-olefin with a viscosity at 100° Celsius (measured according to method ASTM D 445) ranging from 3 centistokes to 9 centistokes and obtained by polymerization of a mixture of dodecene and tetradecene, containing a maximum of 40% of tetradecene",4
3902909099,65328,80,1,3902909052,90750,10,Other,4
3903000000,38704,80,0,3900000000,38659,80,"Polymers of styrene, in primary forms",0
3903110000,38705,10,0,3903000000,38704,80,Polystyrene,1
3903110000,38706,80,1,3903110000,38705,10,Expansible,2
3903190000,38707,80,0,3903110000,38705,10,Other,2
3903190040,99412,80,1,3903190000,38707,80,"Crystalline polystyrene with: - a melting point of 268°C or more but not more than 272°C - a setting point of 232°C or more but not more than 247°C, - whether or not containing additives and filling material ",3
3903190090,62817,80,1,3903190000,38707,80,Other,3
3903200000,38708,80,1,3903000000,38704,80,Styrene-acrylonitrile (SAN) copolymers,1
3903300000,38709,80,1,3903000000,38704,80,Acrylonitrile-butadiene-styrene (ABS) copolymers,1
3903900000,38710,80,0,3903000000,38704,80,Other,1
3903901000,65329,80,1,3903900000,38710,80,"Copolymer, solely of styrene with allyl alcohol, of an acetyl value of 175 or more",2
3903902000,65330,80,1,3903900000,38710,80,"Brominated polystyrene, containing by weight 58% or more but not more than 71% of bromine, in one of the forms mentioned in note 6(b) to this chapter",2
3903909000,65331,80,0,3903900000,38710,80,Other,2
3903909015,93832,80,1,3903909000,65331,80,"Copolymer in the form of granules containing by weight: - 78 ± 4% styrene, - 9 ± 2% n-butyl acrylate, - 11 ± 3% n-butyl methacrylate,, - 1.5 ± 0,7% methacrylic acid and - 0,01% or more but not more than 2,5% of polyolefinic wax ",3
3903909020,93830,80,1,3903909000,65331,80,"Copolymer in the form of granules containing by weight: - 83 ± 3% styrene, - 7 ± 2% n-butyl acrylate, - 9 ± 2% n-butyl methacrylate and - 0,01% or more but not more than 1% of polyolefinic wax ",3
3903909025,93831,80,1,3903909000,65331,80,"Copolymer in the form of granules containing by weight: - 82 ± 6% styrene, - 13,5 ± 3% n-butyl acrylate, - 1 ± 0,5% methacrylic acid and - 0,01% or more but not more than 8,5% of polyolefinic wax ",3
3903909035,65337,80,1,3903909000,65331,80,"Copolymer of _α_-methylstyrene and styrene, having a softening point exceeding 113 ºC",3
3903909038,104003,80,1,3903909000,65331,80,"Polytetrafluoroethylene (CAS RN 9002-84-0) encapsulated with an acrylonitrile-styrene copolymer (CAS RN 9003-54-7), with a content by weight of each polymer of 50% (± 1%)",3
3903909045,99237,80,1,3903909000,65331,80,"Preparation, in form of powder, containing by weight: - 86% or more but not more than 90% of styrene-acrylic-copolymer and - 9% or more but not more than 11% of fatty acid ethoxylate (CAS RN 9004-81-3) ",3
3903909046,100249,80,1,3903909000,65331,80,"Copolymer in the form of granules containing by weight: - 74% (± 4%) styrene, - 24% (± 2%) n-butylacrylate and - 0,01% or more but not more than 2% methacrylic acid ",3
3903909055,99236,80,1,3903909000,65331,80,"Preparation, in form of an aqueous suspension, containing by weight: - 25% or more but not more than 26% of styrene-acrylic-copolymer and - 5% or more but not more than 6% of glycol ",3
3903909060,96286,80,1,3903909000,65331,80,"Copolymer of styrene with maleic anhydride, either partially esterified or completely chemically modified, of an average molecular weight (M@n) of not more than 4500, in flake or powder form",3
3903909065,99755,80,1,3903909000,65331,80,"Copolymer of Styrene with 2, 5-Furandione and (1-methylethyl)benzene in the form of flakes or powder (CAS RN 26762-29-8)",3
3903909070,100089,80,1,3903909000,65331,80,Copolymer in the form of granules containing by weight: - 75% (± 7%) styrene and - 25% (± 7%) methylmethacrylate ,3
3903909080,82334,80,1,3903909000,65331,80,"Granules of copolymer of styrene and divinylbenzene of a minimum diameter of 150 μm and a maximum diameter of 800 μm and containing by weight: - minimum 65% styrene, - maximum 25% divinylbenzene for use in the manufacture of ion exchange resins",3
3903909086,90755,80,1,3903909000,65331,80,"Mixture containing by weight: - 45% or more but not more than 65% of polymers of styrene - 35% or more but not more than 45% of poly(phenylene ether) - not more than 10% of other additives and with one or more of the following special colour effects: - metallic or pearlescent with a visual angular metamerism caused by at least 0,3% flake-based pigment - fluorescent, as characterized by emitting light during absorption of ultraviolet radiation - bright white, as characterized by L* not less than 92 and b* not more than 2 and a* between -5 and 7 on the CIELab colour scale ",3
3903909090,65338,80,1,3903909000,65331,80,Other,3
3904000000,38720,80,0,3900000000,38659,80,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",0
3904100000,38721,80,0,3904000000,38720,80,"Poly(vinyl chloride), not mixed with any other substances",1
3904100010,38722,80,1,3904100000,38721,80,"In the form of granules, for use in certain types of aircraft",2
3904100020,90072,80,1,3904100000,38721,80,"Poly(vinyl chloride) powder, not mixed with any other substances or containing any vinyl acetate monomers, with: - a degree of polymerisation of 1 000 (± 300) monomer units, - a coefficient of heat transmission (K-value) of 60 or more, but not more than 70, - a volatile material content of less than 2,00% by weight, - a sieve non-passing fraction at a mesh width of 120 µm of not more than 1% by weight,  for use in the manufacture of battery separators",2
3904100090,38723,80,1,3904100000,38721,80,Other,2
3904210000,38724,10,0,3904000000,38720,80,Other poly(vinyl chloride),1
3904210000,38725,80,0,3904210000,38724,10,Non-plasticised,2
3904210010,38726,80,1,3904210000,38725,80,"In the form of granules, for use in certain types of aircraft",3
3904210090,38727,80,1,3904210000,38725,80,Other,3
3904220000,38728,80,0,3904210000,38724,10,Plasticised,2
3904220010,38729,80,1,3904220000,38728,80,"In the form of granules, for use in certain types of aircraft",3
3904220090,90961,80,1,3904220000,38728,80,Other,3
3904300000,38731,80,0,3904000000,38720,80,Vinyl chloride-vinyl acetate copolymers,1
3904300030,96288,80,1,3904300000,38731,80,"Copolymer of vinyl chloride with vinyl acetate and vinyl alcohol, containing by weight: - 87% or more but not more than 92% of vinyl chloride, - 2% or more but not more than 9% of vinyl acetate and - 1% or more but not more than 8% of vinyl alcohol, in one of the forms mentioned in note 6 (a) or (b) to Chapter 39, for the manufacture of goods of headings 3215 or 8523 or for use in the manufacture of coatings for containers and closures of a kind used for preserving food and drink",2
3904300090,91896,80,1,3904300000,38731,80,Other,2
3904400000,38732,80,0,3904000000,38720,80,Other vinyl chloride copolymers,1
3904400010,38733,80,1,3904400000,38732,80,"For cavity filling, for use in certain types of aircraft",2
3904400091,38734,10,0,3904400000,38732,80,Other,2
3904400091,38735,80,1,3904400091,38734,10,"Copolymer of vinyl chloride with vinyl acetate and vinyl alcohol, containing by weight: - 87% or more but not more than 92% of vinyl chloride, - 2% or more but not more than 9% of vinyl acetate and - 1% or more but not more than 8% of vinyl alcohol, in one of the forms mentioned in note 6 (a) or (b) to Chapter 39, for the manufacture of goods of headings 3215 or 8523 or for use in the manufacture of coatings for containers and closures of a kind used for preserving food and drink",3
3904400099,38736,80,1,3904400091,38734,10,Other,3
3904500000,38737,80,0,3904000000,38720,80,Vinylidene chloride polymers,1
3904501000,65339,80,1,3904500000,38737,80,"Copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of 4 micrometres or more but not more than 20 micrometres",2
3904509000,65340,80,0,3904500000,38737,80,Other,2
3904509010,65341,80,1,3904509000,65340,80,"For cavity filling, for use in certain types of aircraft",3
3904509092,91466,10,0,3904509000,65340,80,Other,3
3904509092,91472,80,1,3904509092,91466,10,Vinylidene-chloride methacrylate co-polymer for use in the manufacture of monofilaments,4
3904509099,91471,80,1,3904509092,91466,10,Other,4
3904610000,38743,10,0,3904000000,38720,80,Fluoropolymers,1
3904610000,38744,80,0,3904610000,38743,10,Polytetrafluoroethylene,2
3904610020,69361,80,1,3904610000,38744,80,"Copolymer of tetrafluoroethylene and trifluoro(heptafluoropropoxy)ethylene, containing 3,2% or more but not more than 4,6% by weight of trifluoro(heptafluoropropoxy)ethylene and less than 1 mg/kg of extractable fluoride ions",3
3904610090,68655,80,1,3904610000,38744,80,Other,3
3904690000,38745,80,0,3904610000,38743,10,Other,2
3904691000,65345,80,1,3904690000,38745,80,"Poly(vinyl fluoride), in one of the forms mentioned in note 6(b) to this chapter",3
3904692000,92997,80,1,3904690000,38745,80,Fluoroelastomers FKM,3
3904698000,92998,80,0,3904690000,38745,80,Other,3
3904698010,92999,80,1,3904698000,92998,80,"For cavity filling, for use in certain types of aircraft",4
3904698081,93000,10,0,3904698000,92998,80,Other,4
3904698081,93001,80,1,3904698081,93000,10,Poly(vinylidene fluoride) (CAS RN 24937-79-9),5
3904698085,96899,80,1,3904698081,93000,10,"Copolymer of ethylene with chlorotrifluoroethylene, whether or not modified with hexafluoroisobutylene, in powder, whether or not with fillers",5
3904698088,104004,80,1,3904698081,93000,10,"Polytetrafluoroethylene (CAS RN 9002-84-0) encapsulated with an acrylonitrile-styrene copolymer (CAS RN 9003-54-7), with a content by weight of each polymer of 50% (± 1%)",5
3904698089,104022,80,1,3904698081,93000,10,Tetrafluoroethylene copolymer in butylacetate solution with a content of solvent of 50% (± 2%) by weight,5
3904698094,93003,80,1,3904698081,93000,10,Copolymer of ethylene and tetrafluoroethylene,5
3904698096,93005,80,1,3904698081,93000,10,"Polychlorotrifluoroethylene, in one of the forms mentioned in note 6 (a) and (b) to Chapter 39",5
3904698097,93006,80,1,3904698081,93000,10,Copolymer of chlorotrifluoroethylene and vinylidene difluoride,5
3904698099,93007,80,1,3904698081,93000,10,Other,5
3904900000,38754,80,0,3904000000,38720,80,Other,1
3904900010,38755,80,1,3904900000,38754,80,"For cavity filling, for use in certain types of aircraft",2
3904900090,38756,80,1,3904900000,38754,80,Other,2
3905000000,38757,80,0,3900000000,38659,80,"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms",0
3905120000,59707,10,0,3905000000,38757,80,Poly(vinyl acetate),1
3905120000,59708,80,1,3905120000,59707,10,In aqueous dispersion,2
3905190000,38760,80,0,3905120000,59707,10,Other,2
3905190010,38761,80,1,3905190000,38760,80,"For cavity filling, for use in certain types of aircraft",3
3905190090,38763,80,1,3905190000,38760,80,Other,3
3905210000,59709,10,0,3905000000,38757,80,Vinyl acetate copolymers,1
3905210000,59710,80,1,3905210000,59709,10,In aqueous dispersion,2
3905290000,59711,80,0,3905210000,59709,10,Other,2
3905290010,60914,80,1,3905290000,59711,80,"For cavity filling, for use in certain types of aircraft",3
3905290090,90963,80,1,3905290000,59711,80,Other,3
3905300000,59712,80,0,3905000000,38757,80,"Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",1
3905300010,97703,80,1,3905300000,59712,80,"Viscous preparation, essentially consisting of poly(vinyl alcohol) (CAS RN 9002-89-5), an organic solvent and water for use as protective coating of wafers during the manufacturing of semiconductors",2
3905300090,97704,80,1,3905300000,59712,80,Other,2
3905910000,59713,10,0,3905000000,38757,80,Other,1
3905910000,59714,80,0,3905910000,59713,10,Copolymers,2
3905910010,60916,80,1,3905910000,59714,80,"For cavity filling, for use in certain types of aircraft",3
3905910040,103564,80,1,3905910000,59714,80,"Water soluble copolymer of ethylene and vinyl alcohol (CAS RN 26221-27-2), containing by weight not more than 38% of the monomer unit ethylene",3
3905910090,90964,80,1,3905910000,59714,80,Other,3
3905990000,59715,80,0,3905910000,59713,10,Other,2
3905991000,65354,80,1,3905990000,59715,80,"Poly(vinyl formal), in one of the forms mentioned in note 6(b) to this chapter, of a molecular weight of 10 000 or more but not exceeding 40 000 and containing by weight: - 9,5% or more but not more than 13% of acetyl groups evaluated as vinyl acetate and - 5% or more but not more than 6,5% of hydroxy groups evaluated as vinyl alcohol",3
3905999000,65355,80,0,3905990000,59715,80,Other,3
3905999010,65356,80,1,3905999000,65355,80,"For cavity filling, for use in certain types of aircraft",4
3905999081,97777,10,0,3905999000,65355,80,Other,4
3905999081,97778,80,1,3905999081,97777,10,"Poly(vinyl butyral)(CAS RN 63148-65-2): — containing by weight 17,5 % or more, but not more than 20 % of hydroxyl groups, and — with a median particle size (D50) of more than 0,6 mm",5
3905999095,65362,80,1,3905999081,97777,10,Hexadecylated or eicosylated polyvinylpyrrolidone,5
3905999096,69937,80,1,3905999081,97777,10,"Polymer of vinyl formal, in one of the forms mentioned in note 6 (b) to Chapter 39, of a weight average molecular weight (M@w) of 25 000 or more but not more than 150 000 and containing by weight: - 9,5% or more but not more than 13% of acetyl groups evaluated as vinyl acetate and - 5% or more but not more than 6,5% of hydroxy groups evaluated as vinyl alcohol ",5
3905999097,76262,80,1,3905999081,97777,10,Povidone (INN)-iodine (CAS 25655-41-8),5
3905999098,76414,80,1,3905999081,97777,10,"Poly(vinyl pyrrolidone) partially substituted by triacontyl groups, containing by weight 78% or more but not more than 82% of triacontyl groups",5
3905999099,65363,80,1,3905999081,97777,10,Other,5
3906000000,38774,80,0,3900000000,38659,80,Acrylic polymers in primary forms,0
3906100000,38775,80,1,3906000000,38774,80,Poly(methyl methacrylate),1
3906900000,38778,80,0,3906000000,38774,80,Other,1
3906901000,65364,80,1,3906900000,38778,80,"Poly[N-(3-hydroxyimino-1,1-dimethylbutyl)acrylamide]",2
3906902000,65365,80,1,3906900000,38778,80,"Copolymer of 2-diisopropylaminoethyl methacrylate with decyl methacrylate, in the form of a solution in N,N-dimethylacetamide, containing by weight 55% or more of copolymer",2
3906903000,65366,80,1,3906900000,38778,80,"Copolymer of acrylic acid with 2-ethylhexyl acrylate, containing by weight 10% or more but not more than 11% of 2-ethylhexyl acrylate",2
3906904000,65367,80,1,3906900000,38778,80,"Copolymer of acrylonitrile with methyl acrylate, modified with polybutadiene-acrylonitrile (NBR)",2
3906905000,65368,80,1,3906900000,38778,80,"Polymerisation product of acrylic acid with alkyl methacrylate and small quantities of other monomers, for use as a thickener in the manufacture of textile printing pastes",2
3906906000,65369,80,1,3906900000,38778,80,"Copolymer of methyl acrylate with ethylene and a monomer containing a non-terminal carboxy group as a substituent, containing by weight 50% or more of methyl acrylate, whether or not compounded with silica",2
3906909000,65370,80,0,3906900000,38778,80,Other,2
3906909010,65371,80,1,3906909000,65370,80,"Polymerization product of acrylic acid with small quantities of a polyunsaturated monomer, for the manufacture of medicaments of heading 3003 or 3004",3
3906909023,104005,80,1,3906909000,65370,80,"Copolymer of methylmethacrylate, butylacrylate, glycidylmethacrylate and styrene (CAS RN 37953-21-2), with an epoxy equivalent weight of not more than 500, in form of ground flakes with a particle size of not more than 1 cm",3
3906909027,97588,80,1,3906909000,65370,80,"Copolymer of stearyl methacrylate, isooctyl acrylate and acrylic acid, dissolved in isopropyl palmitate",3
3906909033,99756,80,1,3906909000,65370,80,"Core shell copolymer of butyl acrylate and alkyl methacrylate, with a particle size of 5 µm or more but not more than 10 µm",3
3906909037,99757,80,1,3906909000,65370,80,"Copolymer of trimethylolpropane trimethacrylate and methyl methacrylate (CAS RN 28931-67-1), in microsphere form with an average diameter of 3 µm",3
3906909040,93174,80,1,3906909000,65370,80,"Transparent acrylic polymer in packages of not more than 1 kg, and not for retail sale with: - a viscosity of not more than 50 000 Pa.s at 120°C as determined by the test method ASTM D 3835  - a weight average molecular weight (Mw) of more than 500 000 but not more than 1 200 000 according to the Gel Permeation Chromatography (GPC) test, - a residual monomer content of less then 1%",3
3906909041,91475,80,1,3906909000,65370,80,Poly(alkyl acrylate) with an ester alkyl chain of C10 to C30,3
3906909043,104006,80,1,3906909000,65370,80,"Copolymer of methacrylic esters, butylacrylate and cyclic dimethylsiloxanes (CAS RN 143106-82-5)",3
3906909050,70746,80,1,3906909000,65370,80,"Polymers of esters of acrylic acid with one or more of the following monomers in the chain: - chloromethyl vinyl ether, - chloroethyl vinyl ether, - chloromethylstyrene, - vinyl chloroacetate, - methacrylic acid, - butenedioic acid monobutyl ester, containing by weight not more than 5% of each of the monomeric units, in one of the forms mentioned in note 6 (b) to Chapter 39",3
3906909053,103042,80,1,3906909000,65370,80,"Polyacrylamide powder having an average particle size of less than 2 microns and a melting point of more than 260°C, containing by weight: - 75% or more but not more than 85% of polyacrylamide and - 15% or more but not more than 25% of polyethylene glycol ",3
3906909060,104218,80,1,3906909000,65370,80,"Aqueous dispersion containing by weight:<br /> <br />- more than 10% but not more than 15% of ethanol, and<br /> <br />- more than 7% but not more than 11% of a reaction product of poly(epoxyalkylmethacrylate-co-divinylbenzene) with a glycerol derivative<br />",3
3906909073,98590,80,1,3906909000,65370,80,"Preparation containing by weight: - 33% or more but not more than 37% of butyl methacrylate - methacrylic acid copolymer, - 24% or more but not more than 28% of propylene glycol, and - 37% or more but not more than 41% of water ",3
3906909090,65373,80,1,3906909000,65370,80,Other,3
3907000000,38789,80,0,3900000000,38659,80,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",0
3907100000,38790,80,0,3907000000,38789,80,Polyacetals,1
3907100010,100091,80,1,3907100000,38790,80,Mixture of a trioxan-oxirane-copolymer and polytetrafluoroethylene,2
3907100020,100092,80,1,3907100000,38790,80,"Polyoxymethylene with acetyl endcaps, containing polydimethylsiloxane and fibers of a copolymer of terephthalic acid and 1,4-phenyldiamine",2
3907100090,100367,80,1,3907100000,38790,80,Other,2
3907200000,38791,80,0,3907000000,38789,80,Other polyethers,1
3907201100,68657,10,0,3907200000,38791,80,Polyether alcohols,2
3907201100,68659,80,0,3907201100,68657,10,Polyethylene glycols,3
3907201110,70591,80,1,3907201100,68659,80,Poly(ethylene oxide) of a number average molecular weight (M@n) of 100 000 or more,4
3907201120,90757,80,1,3907201100,68659,80,"Bis[Methoxypoly[ethyleneglycol)]-maleimidopropionamide, chemically modified with lysine, of a number average molecular weight (M@n) of 40 000",4
3907201160,96290,80,1,3907201100,68659,80,"Preparation containing: - α-[3-[3-(2H-Benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropyl]-ω-hydroxypoly(oxy-1,2-ethanediyl) (CAS RN 104810-48-2) and - α-[3-[3-(2H-Benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropyl]-ω-[3-[3-(2H-benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropoxy]poly(oxy-1,2-ethanediyl) (CAS RN 104810-47-1)",4
3907201190,70592,80,1,3907201100,68659,80,Other,4
3907202000,91718,80,0,3907201100,68657,10,Other,3
3907202020,97589,80,1,3907202000,91718,80,Polytetramethylene ether glycol with a weight average molecular weight (Mw) of 2 700 or more but not more than 3 100 (CAS RN 25190-06-1),4
3907202025,100523,80,1,3907202000,91718,80,"Copolymer of propylene oxide and butylene oxide, monododecylether, containing by weight: - 48% or more but not more than 52% of propylene oxide and - 48% or more but not more than 52% of butylene oxide ",4
3907202030,97612,80,1,3907202000,91718,80,"Mixture, containing by weight 70% or more but not more than 80% of a polymer of glycerol and 1,2-epoxypropane and 20% or more but not more than 30% of a copolymer of dibutyl maleate and N-vinyl-2-pyrrolidone",4
3907202035,104221,80,1,3907202000,91718,80,"Mixture containing by weight:<br /> <br />- 5% or more but not more than 15% of a copolymer of glycerol, propylene oxide and ethylene oxide (CAS RN 9082-00-2), and<br /> <br />- 85% or more but not more than 95% of a copolymer of sucrose, propylene oxide and ethylene oxide (CAS RN 26301-10-0)<br />",4
3907202040,97613,80,1,3907202000,91718,80,Copolymer of tetrahydrofuran and tetrahydro-3-methylfuran with a number average molecular weight (M@n) of 3 500 (± 100),4
3907202050,98608,80,1,3907202000,91718,80,"Poly(p-phenylene oxide) in the form of powder - with a glasstransitiontemperature of 210°C - with a weight average molecular weight (Mw) of 35 000 or ore but not more than 80 000 - with an inherent viscosity of 0,2 or more but not more than 0,6 dl/gram ",4
3907202060,103565,80,1,3907202000,91718,80,Polypropylene glycol monobutyl ether (CAS RN 9003-13-8) of an alkalinity of not more than 1 ppm of sodium,4
3907202090,92857,80,1,3907202000,91718,80,Other,4
3907209100,65376,10,0,3907200000,38791,80,Other,2
3907209100,65377,80,1,3907209100,65376,10,"Copolymer of 1-chloro-2,3-epoxypropane with ethylene oxide",3
3907209900,65378,80,0,3907209100,65376,10,Other,3
3907209915,65380,80,1,3907209900,65378,80,Poly(oxypropylene) having alkoxysilyl end-groups,4
3907209920,104220,80,1,3907209900,65378,80,"2,3-Bis(methylpolyoxyethylene-oxy)-1-[(3-maleimido-1-oxopropyl)amino]propyloxy propane (CAS RN 697278-30-1) with a number average molecular weight (Mn) of at least 20 kDa whether or not modified with a chemical entity enabling a linkage between the PEG and a protein or a peptide",4
3907209930,65383,80,1,3907209900,65378,80,"Homopolymer of 1-chloro-2,3-epoxypropane (epichlorohydrin)",4
3907209940,104219,80,1,3907209900,65378,80,N-(methoxypoly (ethylene glycol) -N-(1-acetyl- (2-methoxypoly (ethylene glycol)) -glycine (CAS RN 600169-00-4) with a number average molecular weight (Mn) for polyethylene glycol of 40 kDa,4
3907209945,80591,80,1,3907209900,65378,80,"Copolymer of ethylene oxide and propylene oxide, having aminopropyl and methoxy end-groups",4
3907209950,91159,80,1,3907209900,65378,80,Vinyl-silyl terminated perfluoropolyether polymer or an assortment of two components consisting of the same type of vinyl-silyl terminated perfluoropolyether polymer as the main ingredient,4
3907209955,91160,80,1,3907209900,65378,80,"Succinimidyl ester of methoxy poly(ethylene glycol)propionic acid, of a number average molecular weight (Mn) of 5 000",4
3907209960,93836,80,1,3907209900,65378,80,Polytetramethylene oxide di-p-aminobenzoate,4
3907209970,98606,80,1,3907209900,65378,80,"α-[3-(3-Maleimido-1-oxopropyl)amino]propyl-ω-methoxy, polyoxyethylene (CAS RN 883993-35-9)",4
3907209975,98607,80,1,3907209900,65378,80,"Poly(p-phenylene oxide) in the form of powder - with a glasstransitiontemperature of 210°C - with a weight average molecular weight (Mw) of 35 000 or ore but not more than 80 000 - with an inherent viscosity of 0,2 or more but not more than 0,6 dl/gram ",4
3907209990,65384,80,1,3907209900,65378,80,Other,4
3907300000,38814,80,0,3907000000,38789,80,Epoxide resins,1
3907300015,100094,80,1,3907300000,38814,80,"Epoxide resin, halogen-free, - containing by weight more than 2% phosphoros calculated on the solid content, chemically bound in the epoxide resin, - not containing any hydrolysable chloride or containing less than 300 ppm hydrolysable chloride, and - containing solvents for use in the manufacture of prepreg sheets or rolls of a kind used for the production of printed circuits",2
3907300025,100093,80,1,3907300000,38814,80,"Epoxide resin - containing by weight 21% or more of brome, - not containing any hydrolysable chloride or containing less than 500 ppm hydrolysable chloride, and - containing solvents",2
3907300040,70595,80,1,3907300000,38814,80,"Epoxide resin, containing by weight 70% or more of silicon dioxide, for the encapsulation of goods of headings 8533, 8535, 8536, 8541, 8542 or 8548",2
3907300060,96900,80,1,3907300000,38814,80,Polyglycerol polyglycidyl ether resin (CAS RN 118549-88-5),2
3907300070,104007,80,1,3907300000,38814,80,"Preparation of epoxy resin (CAS RN 29690-82-2) and phenolic resin (CAS RN 9003-35-4) containing by weight: - 65% or more but not more than 75% of silicon dioxide (CAS RN 60676-86-0), and - none or not more than 0,5% of carbon black (CAS RN 1333-86-4) ",2
3907300090,58501,80,1,3907300000,38814,80,Other,2
3907400000,38815,80,0,3907000000,38789,80,Polycarbonates,1
3907400025,99234,80,1,3907400000,38815,80,"Polymer blend of polycarbonate and poly(methyl methacrylate) with a polycarbonate content of 98.5% or more, in the form of pellets or granules, with a luminous transmittance of 88.5% or more, measured using a test sample with a thickness of 4 mm at a wavelength of λ = 400 nm (according to ISO 13468-2)",2
3907400035,100137,80,1,3907400000,38815,80,"α-Phenoxycarbonyl-ω-phenoxypoly[oxy(2,6-dibromo-1,4-phenylene) isopropylidene(3,5-dibromo-1,4-phenylene)oxycarbonyl] (CAS RN 94334-64-2)",2
3907400045,104019,80,1,3907400000,38815,80,"α-(2,4,6-Tribromophenyl)-ω-(2,4,6-tribromophenoxy)poly[oxy(2,6-dibromo-1,4-phenylene)isopropylidene(3,5-dibromo-1,4-phenylene)oxycarbonyl] (CAS RN 71342-77-3)",2
3907400070,98609,80,1,3907400000,38815,80,"Polycarbonate of phosgene and  bisphenol A: - containing by weight 12% or more but not more than 26% of a copolymer of isophthaloyl chloride, terephthaloyl chloride and resorcinol, - with p-cumylphenol endcaps, and - with a weight average molecular weight (Mw) of 29 900 or more but not more than 31 900 ",2
3907400080,98610,80,1,3907400000,38815,80,"Polycarbonate of carbonic dichloride, 4,4'-(1-methylethylidene)bis[2,6-dibromophenol] and 4,4'-(1-methylethylidene)bis[phenol] with 4-(1-methyl-1-phenylethyl)phenol endcaps",2
3907400090,93843,80,1,3907400000,38815,80,Other,2
3907500000,38816,80,1,3907000000,38789,80,Alkyd resins,1
3907610000,102078,10,0,3907000000,38789,80,Poly(ethylene terephthalate),1
3907610000,102079,80,1,3907610000,102078,10,Having a viscosity number of 78 ml/g or higher,2
3907690000,102080,80,0,3907610000,102078,10,Other,2
3907690010,102087,80,1,3907690000,102080,80,"Copolymer of terephthalic acid and isophthalic acid with ethylene glycol, butane-1,4-diol and hexane-1,6-diol",3
3907690040,102088,80,1,3907690000,102080,80,"Poly(ethylene terephthalate) pellets or granules: - with a specific gravity of 1,23 or more but not more than 1,27 at 23° C, and - containing not more than 10% by weight of other modifiers or additives ",3
